地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME,VAR_NAME,code,NAME_3,VAR_NAME3,GID_3,TYPE_3,NAME_2,VAR_NAME2,GID_2,TYPE_2,NAME_1,VAR_NAME1,GID_1,TYPE_1,year,crop_px,valid_px,crop_ratio,crop_pct
川汇区,411602,川汇区,411602,市辖区,周口市,411600,地级市,河南省,410000,省,,,Chuanhui,Chuān Huì,411602,Chuanhui,ChuānHuì,411602,District,Zhoukou,Zhōu Kǒu,411600,Prefecture City,Henan,Hé Nán,410000,Province,2010,290681,443948,0.6547636209646175,65.48
郸城县,411625,郸城县,411625,县,周口市,411600,地级市,河南省,410000,省,,,Dancheng,Dān Chéng,411625,Dancheng,DānChéng,411625,County,Zhoukou,Zhōu Kǒu,411600,Prefecture City,Henan,Hé Nán,410000,Province,2010,1751494,1996499,0.8772826833371817,87.73
濉溪县,340621,濉溪县,340621,县,淮北市,340600,地级市,安徽省,340000,省,,,Suixi,Suī Xī,340621,Suixi,SuīXī,340621,County,Huaibei,Huái Běi,340600,Prefecture City,Anhui,Ān Huī,340000,Province,2010,2307351,2652696,0.8698135783369071,86.98
淮阴区,320804,淮阴区,320804,市辖区,淮安市,320800,地级市,江苏省,320000,省,,,Huaiyin,Huái Yīn,320804,Huaiyin,HuáiYīn,320804,District,Huaian,Huái Ān,320800,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1331269,1753012,0.7594180758602908,75.94
郾城区,411103,郾城区,411103,市辖区,漯河市,411100,地级市,河南省,410000,省,,,Yancheng,Yǎn Chéng,411103,Yancheng,YǎnChéng,411103,District,Luohe,Luò Hé,411100,Prefecture City,Henan,Hé Nán,410000,Province,2010,497621,606860,0.8199930791286293,82.0
灵璧县,341323,灵璧县,341323,县,宿州市,341300,地级市,安徽省,340000,省,,,Lingbi,Líng Bì,341323,Lingbi,LíngBì,341323,County,Suzhou,Sù Zhōu,341300,Prefecture City,Anhui,Ān Huī,340000,Province,2010,2476917,2848060,0.8696856807791971,86.97
湛河区,410411,湛河区,410411,市辖区,平顶山市,410400,地级市,河南省,410000,省,,,Zhanhe,Zhàn Hé,410411,Zhanhe,ZhànHé,410411,District,Pingdingshan,Píng Dǐng Shān,410400,Prefecture City,Henan,Hé Nán,410000,Province,2010,89035,151127,0.5891402595168302,58.91
泗阳县,321323,泗阳县,321323,县,宿迁市,321300,地级市,江苏省,320000,省,,,Siyang,Sì Yáng,321323,Siyang,SìYáng,321323,County,Suqian,Sù Qiān,321300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1252991,1841139,0.6805520930250242,68.06
阜宁县,320923,阜宁县,320923,县,盐城市,320900,地级市,江苏省,320000,省,,,Funing,Fù Níng,320923,Funing,Fù Níng,320923,County,Yancheng,Yán Chéng,320900,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1644789,1926733,0.8536673218344213,85.37
淮阳县,411626,淮阳县,411626,县,周口市,411600,地级市,河南省,410000,省,,,Huaiyang,Huái Yáng,411626,Huaiyang,HuáiYáng,411626,County,Zhoukou,Zhōu Kǒu,411600,Prefecture City,Henan,Hé Nán,410000,Province,2010,1453490,1785124,0.8142235497366009,81.42
埇桥区,341302,埇桥区,341302,市辖区,宿州市,341300,地级市,安徽省,340000,省,,,Yongqiao,Yǒng Qiáo,341302,Yongqiao,YǒngQiáo,341302,District,Suzhou,Sù Zhōu,341300,Prefecture City,Anhui,Ān Huī,340000,Province,2010,3366592,3886918,0.8661340424469979,86.61
成县,621221,成县,621221,县,陇南市,621200,地级市,甘肃省,620000,省,,,Chengxian,Chéng Xiàn,621221,Chengxian,ChéngXiàn,621221,County,Longnan,Lǒng Nán,621200,Prefecture City,Gansu,Gān Sù,620000,Province,2010,727170,2249092,0.3233171430959694,32.33
鲁山县,410423,鲁山县,410423,县,平顶山市,410400,地级市,河南省,410000,省,,,Lushan,Lǔ Shān,410423,Lushan,LǔShān,410423,County,Pingdingshan,Píng Dǐng Shān,410400,Prefecture City,Henan,Hé Nán,410000,Province,2010,1396043,3218947,0.43369555323526604,43.37
射阳县,320924,射阳县,320924,县,盐城市,320900,地级市,江苏省,320000,省,,,Sheyang,Shè Yáng,320924,Sheyang,ShèYáng,320924,County,Yancheng,Yán Chéng,320900,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,2743564,3447607,0.7957879189826451,79.58
卫东区,410403,卫东区,410403,市辖区,平顶山市,410400,地级市,河南省,410000,省,,,Weidong,Wèi Dōng,410403,Weidong,WèiDōng,410403,District,Pingdingshan,Píng Dǐng Shān,410400,Prefecture City,Henan,Hé Nán,410000,Province,2010,61395,146173,0.4200160084283691,42.0
新华区,410402,新华区,410402,市辖区,平顶山市,410400,地级市,河南省,410000,省,,,Xinhua,Xīn Huá,410402,Xinhua,Xīn Huá,410402,District,Pingdingshan,Píng Dǐng Shān,410400,Prefecture City,Henan,Hé Nán,410000,Province,2010,86459,264657,0.3266832163895155,32.67
谯城区,341602,谯城区,341602,市辖区,亳州市,341600,地级市,安徽省,340000,省,亳州市,2000年撤销亳州市，设立谯城区,Qiaocheng,Qiáo Chéng,341602,Qiaocheng,QiáoChéng,341602,District,Bozhou,Bó Zhōu,341600,Prefecture City,Anhui,Ān Huī,340000,Province,2010,2702227,3036762,0.8898382553522469,88.98
宿城区,321302,宿城区,321302,市辖区,宿迁市,321300,地级市,江苏省,320000,省,,,Sucheng,Sù Chéng,321302,Sucheng,Sù Chéng,321302,District,Suqian,Sù Qiān,321300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,803159,1230382,0.6527720659112374,65.28
西华县,411622,西华县,411622,县,周口市,411600,地级市,河南省,410000,省,,,Xihua,Xī Huá,411622,Xihua,Xī Huá,411622,County,Zhoukou,Zhōu Kǒu,411600,Prefecture City,Henan,Hé Nán,410000,Province,2010,1394750,1612716,0.8648453912530166,86.48
烈山区,340604,烈山区,340604,市辖区,淮北市,340600,地级市,安徽省,340000,省,,,Lieshan,Liè Shān,340604,Lieshan,LièShān,340604,District,Huaibei,Huái Běi,340600,Prefecture City,Anhui,Ān Huī,340000,Province,2010,354020,518842,0.6823271824563162,68.23
临颍县,411122,临颍县,411122,县,漯河市,411100,地级市,河南省,410000,省,,,Linying,Lín Yǐng,411122,Linying,LínYǐng,411122,County,Luohe,Luò Hé,411100,Prefecture City,Henan,Hé Nán,410000,Province,2010,920191,1077308,0.8541577710366952,85.42
襄城县,411025,襄城县,411025,县,许昌市,411000,地级市,河南省,410000,省,,,Xiangcheng,Xiāng Chéng,411025,Xiangcheng,XiāngChéng,411025,County,Xuchang,Xǔ Chāng,411000,Prefecture City,Henan,Hé Nán,410000,Province,2010,1008942,1232976,0.818298166387667,81.83
涟水县,320826,涟水县,320826,县,淮安市,320800,地级市,江苏省,320000,省,,,Lianshui,Lián Shuǐ,320826,Lianshui,LiánShuǐ,320826,County,Huaian,Huái Ān,320800,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1988954,2251704,0.8833105949982769,88.33
石龙区,410404,石龙区,410404,市辖区,平顶山市,410400,地级市,河南省,410000,省,,,Shilong,Shí Lóng,410404,Shilong,Shí Lóng,410404,District,Pingdingshan,Píng Dǐng Shān,410400,Prefecture City,Henan,Hé Nán,410000,Province,2010,32352,76799,0.4212554850974622,42.13
徽县,621227,徽县,621227,县,陇南市,621200,地级市,甘肃省,620000,省,,,Huixian,Huī Xiàn,621227,Huixian,HuīXiàn,621227,County,Longnan,Lǒng Nán,621200,Prefecture City,Gansu,Gān Sù,620000,Province,2010,780967,3623162,0.21554846291719773,21.55
鹿邑县,411628,鹿邑县,411628,县,周口市,411600,地级市,河南省,410000,省,,,Luyi,Lù Yì,411628,Luyi,LùYì,411628,County,Zhoukou,Zhōu Kǒu,411600,Prefecture City,Henan,Hé Nán,410000,Province,2010,1399841,1660110,0.8432218346977007,84.32
宝丰县,410421,宝丰县,410421,县,平顶山市,410400,地级市,河南省,410000,省,,,Baofeng,Bǎo Fēng,410421,Baofeng,BǎoFēng,410421,County,Pingdingshan,Píng Dǐng Shān,410400,Prefecture City,Henan,Hé Nán,410000,Province,2010,769946,956871,0.8046497385750012,80.46
西和县,621225,西和县,621225,县,陇南市,621200,地级市,甘肃省,620000,省,,,Xihe,Xī Hé,621225,Xihe,Xī Hé,621225,County,Longnan,Lǒng Nán,621200,Prefecture City,Gansu,Gān Sù,620000,Province,2010,963085,2493303,0.38626873669185013,38.63
睢宁县,320324,睢宁县,320324,县,徐州市,320300,地级市,江苏省,320000,省,,,Suining,Suī Níng,320324,Suining,Suī Níng,320324,County,Xuzhou,Xú Zhōu,320300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1900314,2370634,0.8016058151532459,80.16
周至县,610124,周至县,610124,县,西安市,610100,地级市,陕西省,610000,省,,,Zhouzhi,Zhōu Zhì,610124,Zhouzhi,ZhōuZhì,610124,County,Xian,Xī Ān,610100,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,822096,3954439,0.20789194118306034,20.79
永城市,411481,永城市,411481,县级市,商丘市,411400,地级市,河南省,410000,省,,,Yongcheng,Yǒng Chéng,411481,Yongcheng,YǒngChéng,411481,County City,Shangqiu,Shāng Qiū,411400,Prefecture City,Henan,Hé Nán,410000,Province,2010,2294677,2711423,0.8462998949260222,84.63
相山区,340603,相山区,340603,市辖区,淮北市,340600,地级市,安徽省,340000,省,,,Xiangshan,Xiāng Shān,340603,Xiangshan,Xiāng Shān,340603,District,Huaibei,Huái Běi,340600,Prefecture City,Anhui,Ān Huī,340000,Province,2010,88215,188675,0.4675500198754472,46.76
户县,610125,户县,610125,县,西安市,610100,地级市,陕西省,610000,省,,,Huxian,Hù Xiàn,610125,Huxian,Hù Xiàn,610125,County,Xian,Xī Ān,610100,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,601655,1721099,0.3495760557643692,34.96
郏县,410425,郏县,410425,县,平顶山市,410400,地级市,河南省,410000,省,,,Jiaxian,Jiá Xiàn,410425,Jiaxian,JiáXiàn,410425,County,Pingdingshan,Píng Dǐng Shān,410400,Prefecture City,Henan,Hé Nán,410000,Province,2010,825244,975022,0.846385004646049,84.64
宿豫区,321311,宿豫区,321311,市辖区,宿迁市,321300,地级市,江苏省,320000,省,宿豫县,2004年撤销宿豫县，设立宿豫区,Suyu,Sù Yù,321311,Suyu,Sù Yù,321311,District,Suqian,Sù Qiān,321300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1038353,1659433,0.6257275828551078,62.57
嵩县,410325,嵩县,410325,县,洛阳市,410300,地级市,河南省,410000,省,,,Songxian,Sōng Xiàn,410325,Songxian,SōngXiàn,410325,County,Luoyang,Luò Yáng,410300,Prefecture City,Henan,Hé Nán,410000,Province,2010,965083,4041393,0.23879959212083557,23.88
鄢陵县,411024,鄢陵县,411024,县,许昌市,411000,地级市,河南省,410000,省,,,Yanling,Yān Líng,411024,Yanling,YānLíng,411024,County,Xuchang,Xǔ Chāng,411000,Prefecture City,Henan,Hé Nán,410000,Province,2010,1047463,1168101,0.8967229717293282,89.67
宕昌县,621223,宕昌县,621223,县,陇南市,621200,地级市,甘肃省,620000,省,,,Dangchang,Dàng Chāng,621223,Dangchang,DàngChāng,621223,County,Longnan,Lǒng Nán,621200,Prefecture City,Gansu,Gān Sù,620000,Province,2010,752341,4456358,0.1688241833353604,16.88
长安区,610116,长安区,610116,市辖区,西安市,610100,地级市,陕西省,610000,省,长安县,2002年撤销长安县，设立长安区,Changan,Cháng Ān,610116,Changan,Cháng Ān,610116,District,Xian,Xī Ān,610100,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,844167,2140058,0.3944598697792303,39.45
魏都区,411002,魏都区,411002,市辖区,许昌市,411000,地级市,河南省,410000,省,,,Weidu,Wèi Dū,411002,Weidu,Wèi Dū,411002,District,Xuchang,Xǔ Chāng,411000,Prefecture City,Henan,Hé Nán,410000,Province,2010,31780,120569,0.26358350819862486,26.36
许昌县,411023,许昌县,411023,县,许昌市,411000,地级市,河南省,410000,省,,,Jianan,Jiàn Ān,411023,Jianan,JiànĀn,411023,County,Xuchang,Xǔ Chāng,411000,Prefecture City,Henan,Hé Nán,410000,Province,2010,1104467,1339311,0.8246531238823545,82.47
杜集区,340602,杜集区,340602,市辖区,淮北市,340600,地级市,安徽省,340000,省,,,Duji,Dù Jí,340602,Duji,DùJí,340602,District,Huaibei,Huái Běi,340600,Prefecture City,Anhui,Ān Huī,340000,Province,2010,166331,312794,0.5317589212069285,53.18
汝阳县,410326,汝阳县,410326,县,洛阳市,410300,地级市,河南省,410000,省,,,Ruyang,Rǔ Yáng,410326,Ruyang,RǔYáng,410326,County,Luoyang,Luò Yáng,410300,Prefecture City,Henan,Hé Nán,410000,Province,2010,729626,1785040,0.4087449020750235,40.87
滨海县,320922,滨海县,320922,县,盐城市,320900,地级市,江苏省,320000,省,,,Binhai,Bīn Hǎi,320922,Binhai,BīnHǎi,320922,County,Yancheng,Yán Chéng,320900,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,2071726,2504312,0.8272635358533601,82.73
太康县,411627,太康县,411627,县,周口市,411600,地级市,河南省,410000,省,,,Taikang,Tài Kāng,411627,Taikang,TàiKāng,411627,County,Zhoukou,Zhōu Kǒu,411600,Prefecture City,Henan,Hé Nán,410000,Province,2010,1996137,2364954,0.8440489751597705,84.4
蓝田县,610122,蓝田县,610122,县,西安市,610100,地级市,陕西省,610000,省,,,Lantian,Lán Tián,610122,Lantian,LánTián,610122,County,Xian,Xī Ān,610100,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,958548,2698158,0.35526014414278184,35.53
扶沟县,411621,扶沟县,411621,县,周口市,411600,地级市,河南省,410000,省,,,Fugou,Fú Gōu,411621,Fugou,FúGōu,411621,County,Zhoukou,Zhōu Kǒu,411600,Prefecture City,Henan,Hé Nán,410000,Province,2010,1391451,1560606,0.891609413266385,89.16
礼县,621226,礼县,621226,县,陇南市,621200,地级市,甘肃省,620000,省,,,Lixian,Lǐ Xiàn,621226,Lixian,LǐXiàn,621226,County,Longnan,Lǒng Nán,621200,Prefecture City,Gansu,Gān Sù,620000,Province,2010,1686278,5740095,0.2937717929755518,29.38
柘城县,411424,柘城县,411424,县,商丘市,411400,地级市,河南省,410000,省,,,Zhecheng,Zhè Chéng,411424,Zhecheng,ZhèChéng,411424,County,Shangqiu,Shāng Qiū,411400,Prefecture City,Henan,Hé Nán,410000,Province,2010,1182781,1403005,0.8430340590375658,84.3
眉县,610326,眉县,610326,县,宝鸡市,610300,地级市,陕西省,610000,省,,,Meixian,Méi Xiàn,610326,Meixian,MéiXiàn,610326,County,Baoji,Bǎo Jī,610300,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,547351,1154435,0.4741289028832286,47.41
沭阳县,321322,沭阳县,321322,县,宿迁市,321300,地级市,江苏省,320000,省,,,Shuyang,Shù Yáng,321322,Shuyang,ShùYáng,321322,County,Suqian,Sù Qiān,321300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,2605134,3098865,0.8406736014637617,84.07
汝州市,410482,汝州市,410482,县级市,平顶山市,410400,地级市,河南省,410000,省,,,Ruzhou,Rǔ Zhōu,410482,Ruzhou,RǔZhōu,410482,County City,Pingdingshan,Píng Dǐng Shān,410400,Prefecture City,Henan,Hé Nán,410000,Province,2010,1539516,2117061,0.7271949178601844,72.72
洛南县,611021,洛南县,611021,县,商洛市,611000,地级市,陕西省,610000,省,,,Luonan,Luò Nán,611021,Luonan,Luò Nán,611021,County,Shangluo,Shāng Luò,611000,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,590802,3811784,0.15499356731651112,15.5
灌南县,320724,灌南县,320724,县,连云港市,320700,地级市,江苏省,320000,省,,,Guannan,Guàn Nán,320724,Guannan,Guàn Nán,320724,County,Lianyungang,Lián Yún Gǎng,320700,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1093076,1384253,0.7896504468475055,78.97
禹州市,411081,禹州市,411081,县级市,许昌市,411000,地级市,河南省,410000,省,,,Yuzhou,Yǔ Zhōu,411081,Yuzhou,YǔZhōu,411081,County City,Xuchang,Xǔ Chāng,411000,Prefecture City,Henan,Hé Nán,410000,Province,2010,1506688,1979327,0.7612122706354231,76.12
萧县,341322,萧县,341322,县,宿州市,341300,地级市,安徽省,340000,省,,,Xiaoxian,Xiāo Xiàn,341322,Xiaoxian,XiāoXiàn,341322,County,Suzhou,Sù Zhōu,341300,Prefecture City,Anhui,Ān Huī,340000,Province,2010,1957160,2499939,0.7828831023476973,78.29
云龙区,320303,云龙区,320303,市辖区,徐州市,320300,地级市,江苏省,320000,省,,,Yunlong,Yún Lóng,320303,Yunlong,YúnLóng,320303,District,Xuzhou,Xú Zhōu,320300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,65432,159074,0.4113305757069037,41.13
雁塔区,610113,雁塔区,610113,市辖区,西安市,610100,地级市,陕西省,610000,省,,,Yanta,Yàn Tǎ,610113,Yanta,YànTǎ,610113,District,Xian,Xī Ān,610100,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,44206,205210,0.21541835193216705,21.54
夏邑县,411426,夏邑县,411426,县,商丘市,411400,地级市,河南省,410000,省,,,Xiayi,Xià Yì,411426,Xiayi,XiàYì,411426,County,Shangqiu,Shāng Qiū,411400,Prefecture City,Henan,Hé Nán,410000,Province,2010,1736739,2002379,0.8673378016848958,86.73
响水县,320921,响水县,320921,县,盐城市,320900,地级市,江苏省,320000,省,,,Xiangshui,Xiǎng Shuǐ,320921,Xiangshui,XiǎngShuǐ,320921,County,Yancheng,Yán Chéng,320900,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1272032,1833566,0.6937475934872265,69.37
长葛市,411082,长葛市,411082,县级市,许昌市,411000,地级市,河南省,410000,省,,,Changge,Cháng Gě,411082,Changge,Cháng Gě,411082,County City,Xuchang,Xǔ Chāng,411000,Prefecture City,Henan,Hé Nán,410000,Province,2010,678243,863028,0.7858875957674606,78.59
睢阳区,411403,睢阳区,411403,市辖区,商丘市,411400,地级市,河南省,410000,省,,,Suiyang,Suī Yáng,411403,Suiyang,SuīYáng,411403,District,Shangqiu,Shāng Qiū,411400,Prefecture City,Henan,Hé Nán,410000,Province,2010,1099032,1291826,0.8507585386886469,85.08
杨陵区,610403,杨陵区,610403,市辖区,咸阳市,610400,地级市,陕西省,610000,省,,,Yangling,Yáng Líng,610403,Yangling,YángLíng,610403,District,Xianyang,Xián Yáng,610400,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,133737,179947,0.7432021650819408,74.32
新沂市,320381,新沂市,320381,县级市,徐州市,320300,地级市,江苏省,320000,省,,,Xinyi,Xīn Yí,320381,Xinyi,XīnYí,320381,County City,Xuzhou,Xú Zhōu,320300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1625431,2142985,0.7584892101437948,75.85
铜山县,320323,铜山县,320323,县,徐州市,320300,地级市,江苏省,320000,省,,,Tongshan,Tóng Shān,320323,Tongshan,TóngShān,320323,County,Xuzhou,Xú Zhōu,320300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1881915,2620064,0.7182706223970101,71.83
鼓楼区,320302,鼓楼区,320302,市辖区,徐州市,320300,地级市,江苏省,320000,省,,,Gulou,Gǔ Lóu,320302,Gulou,GǔLóu,320302,District,Xuzhou,Xú Zhōu,320300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,91261,268417,0.33999709407377326,34.0
兴平市,610481,兴平市,610481,县级市,咸阳市,610400,地级市,陕西省,610000,省,,,Xingping,Xīng Píng,610481,Xingping,Xīng Píng,610481,County City,Xianyang,Xián Yáng,610400,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,597461,684540,0.8727919478774068,87.28
灞桥区,610111,灞桥区,610111,市辖区,西安市,610100,地级市,陕西省,610000,省,,,Baqiao,Bà Qiáo,610111,Baqiao,BàQiáo,610111,District,Xian,Xī Ān,610100,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,260415,438327,0.5941112457138163,59.41
武功县,610431,武功县,610431,县,咸阳市,610400,地级市,陕西省,610000,省,,,Wugong,Wǔ Gōng,610431,Wugong,WǔGōng,610431,County,Xianyang,Xián Yáng,610400,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,480799,529562,0.9079182418678078,90.79
九里区,320304,九里区,320304,市辖区,徐州市,320300,地级市,江苏省,320000,省,,,Jiuli,Jiǔ Lǐ,320304,Jiuli,Jiǔ Lǐ,320304,District,Xuzhou,Xú Zhōu,320300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,50474,121389,0.4158037383947475,41.58
洛宁县,410328,洛宁县,410328,县,洛阳市,410300,地级市,河南省,410000,省,,,Luoning,Luò Níng,410328,Luoning,Luò Níng,410328,County,Luoyang,Luò Yáng,410300,Prefecture City,Henan,Hé Nán,410000,Province,2010,1318556,3109336,0.4240635299626673,42.41
未央区,610112,未央区,610112,市辖区,西安市,610100,地级市,陕西省,610000,省,,,Weiyang,Wèi Yāng,610112,Weiyang,WèiYāng,610112,District,Xian,Xī Ān,610100,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,100403,355203,0.28266371624113534,28.27
秦都区,610402,秦都区,610402,市辖区,咸阳市,610400,地级市,陕西省,610000,省,,,Qindu,Qín Dū,610402,Qindu,Qín Dū,610402,District,Xianyang,Xián Yáng,610400,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,234150,350350,0.6683316683316683,66.83
虞城县,411425,虞城县,411425,县,商丘市,411400,地级市,河南省,410000,省,,,Yucheng,Yú Chéng,411425,Yucheng,YúChéng,411425,County,Shangqiu,Shāng Qiū,411400,Prefecture City,Henan,Hé Nán,410000,Province,2010,1855565,2083901,0.8904285760216056,89.04
灌云县,320723,灌云县,320723,县,连云港市,320700,地级市,江苏省,320000,省,,,Guanyun,Guàn Yún,320723,Guanyun,GuànYún,320723,County,Lianyungang,Lián Yún Gǎng,320700,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,1620325,2044529,0.7925174942492867,79.25
尉氏县,410223,尉氏县,410223,县,开封市,410200,地级市,河南省,410000,省,,,Weishi,Wèi Shì,410223,Weishi,Wèi Shì,410223,County,Kaifeng,Kāi Fēng,410200,Prefecture City,Henan,Hé Nán,410000,Province,2010,1569619,1756013,0.8938538609907786,89.39
睢县,411422,睢县,411422,县,商丘市,411400,地级市,河南省,410000,省,,,Suixian,Suī Xiàn,411422,Suixian,SuīXiàn,411422,County,Shangqiu,Shāng Qiū,411400,Prefecture City,Henan,Hé Nán,410000,Province,2010,1047199,1237272,0.8463773527567099,84.64
邳州市,320382,邳州市,320382,县级市,徐州市,320300,地级市,江苏省,320000,省,,,Pizhou,Pī Zhōu,320382,Pizhou,PīZhōu,320382,County City,Xuzhou,Xú Zhōu,320300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,2220656,2812350,0.7896086902412573,78.96
秦州区,620502,秦州区,620502,市辖区,天水市,620500,地级市,甘肃省,620000,省,秦城区,2004年秦城区更名为秦州区,Qinzhou,Qín Zhōu,620502,Qinzhou,QínZhōu,620502,District,Tianshui,Tiān Shuǐ,620500,Prefecture City,Gansu,Gān Sù,620000,Province,2010,1510008,3203333,0.4713865214762249,47.14
伊川县,410329,伊川县,410329,县,洛阳市,410300,地级市,河南省,410000,省,,,Yichuan,Yī Chuān,410329,Yichuan,YīChuān,410329,County,Luoyang,Luò Yáng,410300,Prefecture City,Henan,Hé Nán,410000,Province,2010,1216532,1427246,0.8523632225979264,85.24
华县,610521,华县,610521,县,渭南市,610500,地级市,陕西省,610000,省,,,Huazhou,Huanan,610521,Huanan,Huá Nán,610521,County,Weinan,Wèi Nán,610500,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,544608,1524527,0.3572308001104605,35.72
贾汪区,320305,贾汪区,320305,市辖区,徐州市,320300,地级市,江苏省,320000,省,,,Jiawang,Jiǎ Wāng,320305,Jiawang,Jiǎ Wāng,320305,District,Xuzhou,Xú Zhōu,320300,Prefecture City,Jiangsu,Jiāng Sū,320000,Province,2010,534666,837448,0.6384468050553587,63.84
岐山县,610323,岐山县,610323,县,宝鸡市,610300,地级市,陕西省,610000,省,,,Qishan,Qí Shān,610323,Qishan,QíShān,610323,County,Baoji,Bǎo Jī,610300,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,742888,1153904,0.6438039906266032,64.38
登封市,410185,登封市,410185,县级市,郑州市,410100,地级市,河南省,410000,省,,,Dengfeng,Dēng Fēng,410185,Dengfeng,DēngFēng,410185,County City,Zhengzhou,Zhèng Zhōu,410100,Prefecture City,Henan,Hé Nán,410000,Province,2010,953447,1645059,0.5795822520651235,57.96
扶风县,610324,扶风县,610324,县,宝鸡市,610300,地级市,陕西省,610000,省,,,Fufeng,Fú Fēng,610324,Fufeng,FúFēng,610324,County,Baoji,Bǎo Jī,610300,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,748660,949376,0.7885811311851153,78.86
麦积区,620503,麦积区,620503,市辖区,天水市,620500,地级市,甘肃省,620000,省,北道区,2004年北道区更名为麦积区,Maiji,Mài Jī,620503,Maiji,MàiJī,620503,District,Tianshui,Tiān Shuǐ,620500,Prefecture City,Gansu,Gān Sù,620000,Province,2010,1164072,4704771,0.24742373220715738,24.74
渭城区,610404,渭城区,610404,市辖区,咸阳市,610400,地级市,陕西省,610000,省,,,Weicheng,Wèi Chéng,610404,Weicheng,WèiChéng,610404,District,Xianyang,Xián Yáng,610400,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,268347,361332,0.7426604895221015,74.27
岷县,621126,岷县,621126,县,定西市,621100,地级市,甘肃省,620000,省,,,Minxian,Mín Xiàn,621126,Minxian,MínXiàn,621126,County,Dingxi,Dìng Xī,621100,Prefecture City,Gansu,Gān Sù,620000,Province,2010,808178,4826292,0.1674531918085354,16.75
灵宝市,411282,灵宝市,411282,县级市,三门峡市,411200,地级市,河南省,410000,省,,,Lingbao,Líng Bǎo,411282,Lingbao,LíngBǎo,411282,County City,Sanmenxia,Sān Mén Xiá,411200,Prefecture City,Henan,Hé Nán,410000,Province,2010,1582633,4044238,0.39133033219113217,39.13
通许县,410222,通许县,410222,县,开封市,410200,地级市,河南省,410000,省,,,Tongxu,Tōng Xǔ,410222,Tongxu,Tōng Xǔ,410222,County,Kaifeng,Kāi Fēng,410200,Prefecture City,Henan,Hé Nán,410000,Province,2010,930890,1037939,0.8968638812107456,89.69
金台区,610303,金台区,610303,市辖区,宝鸡市,610300,地级市,陕西省,610000,省,,,Jintai,Jīn Tái,610303,Jintai,Jīn Tái,610303,District,Baoji,Bǎo Jī,610300,Prefecture City,Shanxi,Shǎn Xī,610000,Province,2010,247470,418468,0.5913713832359941,59.14
砀山县,341321,砀山县,341321,县,宿州市,341300,地级市,安徽省,340000,省,,,Dangshan,Dàng Shān,341321,Dangshan,DàngShān,341321,County,Suzhou,Sù Zhōu,341300,Prefecture City,Anhui,Ān Huī,340000,Province,2010,1346936,1615007,0.8340124841564154,83.4
宁陵县,411423,宁陵县,411423,县,商丘市,411400,地级市,河南省,410000,省,,,Ningling,Níng Líng,411423,Ningling,Níng Líng,411423,County,Shangqiu,Shāng Qiū,411400,Prefecture City,Henan,Hé Nán,410000,Province,2010,927532,1080831,0.8581656151609272,85.82
新郑市,410184,新郑市,410184,县级市,郑州市,410100,地级市,河南省,410000,省,,,Xinzheng,Xīn Zhèng,410184,Xinzheng,XīnZhèng,410184,County City,Zhengzhou,Zhèng Zhōu,410100,Prefecture City,Henan,Hé Nán,410000,Province,2010,906609,1196827,0.7575104839713677,75.75
